,logFC,logCPM,insert,PValue,FDR
PIGZ,-1.679333279,5.209471484,NA,1.21E-36,2.07E-35
GAS1RR,-2.652186125,-2.177518684,NA,1.23E-36,2.10E-35
DENND1C,-1.05518384,4.93647908,NA,1.39E-36,2.38E-35
HOXD1,-2.322735938,-0.485026181,NA,1.44E-36,2.47E-35
KRT222,-2.766636547,-2.872806884,NA,1.52E-36,2.59E-35
OTUD7A,-1.582409601,1.107988894,NA,1.59E-36,2.71E-35
TAX1BP3,-1.054683816,4.928435692,NA,1.78E-36,3.03E-35
CILP,-2.827457972,2.932591032,NA,1.83E-36,3.11E-35
ZDHHC15,-2.009804852,-0.803080825,NA,1.93E-36,3.28E-35
ECE1,-1.062105956,7.317410335,NA,1.95E-36,3.31E-35
OLFM3,-3.224657564,-2.211065457,NA,2.04E-36,3.46E-35
MEIS2,-2.01221868,2.567948335,NA,2.20E-36,3.72E-35
FOXF1,-1.464877087,4.192735162,NA,2.33E-36,3.94E-35
MYL6,-1.004642383,9.710714961,NA,2.36E-36,3.97E-35
GNAI1,-1.506547665,3.831994415,NA,2.36E-36,3.98E-35
VIT,-2.563158864,-0.614725777,NA,2.38E-36,4.01E-35
TREH,-2.245860284,1.298002973,NA,2.44E-36,4.10E-35
PDE3A,-1.981335812,4.766168213,NA,2.58E-36,4.33E-35
AC034105.1,-3.014185242,-1.52147192,NA,2.63E-36,4.43E-35
BLK,-2.554721117,0.303580201,NA,2.69E-36,4.52E-35
AC005180.1,-2.927210848,-2.293443157,NA,3.03E-36,5.08E-35
AL158071.1,-2.769347995,-2.698636707,NA,3.26E-36,5.46E-35
KIF5C,-2.082928087,1.215693893,NA,3.68E-36,6.14E-35
CNR2,-2.375131895,-1.174141145,NA,3.70E-36,6.17E-35
SERPINA9,-3.932895083,-1.619575162,NA,3.78E-36,6.30E-35
SIPA1L2,-1.276277988,5.355128733,NA,4.18E-36,6.94E-35
MAP1A,-1.75359984,3.892112021,NA,4.52E-36,7.50E-35
RGL1,-1.299655844,3.853961719,NA,5.06E-36,8.40E-35
PIP5K1B,-1.08776013,5.696556922,NA,5.41E-36,8.96E-35
PDE4D,-1.431604501,4.202512821,NA,5.79E-36,9.59E-35
NPY6R,-3.344660832,0.345730947,NA,5.90E-36,9.76E-35
CALY,-2.674470113,-1.541583242,NA,7.26E-36,1.20E-34
AC016355.1,-1.282813743,0.197786663,NA,7.45E-36,1.23E-34
PLD1,-1.145772675,5.016030502,NA,7.54E-36,1.24E-34
PCDH11Y,-3.509550168,-3.655413489,NA,7.62E-36,1.26E-34
CCR10,-1.862667273,-0.319123165,NA,7.68E-36,1.27E-34
ZBTB7C,-2.146191897,4.666977501,NA,8.71E-36,1.44E-34
ATP2B1,-1.06998569,5.938836055,NA,8.97E-36,1.48E-34
CNTN1,-2.787981714,1.012876793,NA,9.60E-36,1.58E-34
RTL5,-1.690044616,1.429803648,NA,9.87E-36,1.62E-34
MAN1A1,-1.350397244,6.061850287,NA,9.89E-36,1.62E-34
PALM,-1.874376902,3.059439083,NA,1.04E-35,1.71E-34
AQP11,-1.159949624,1.940232216,NA,1.12E-35,1.83E-34
AC053503.6,-3.510586944,-1.648124349,NA,1.16E-35,1.90E-34
DNER,-2.623599164,-0.140768066,NA,1.21E-35,1.97E-34
MATN2,-1.803192244,5.525235896,NA,1.24E-35,2.03E-34
GALNT17,-1.984201091,0.85610899,NA,1.31E-35,2.15E-34
MPND,-1.085857935,4.806229694,NA,1.39E-35,2.26E-34
ELL2P1,-1.758437735,-2.937035372,NA,1.51E-35,2.46E-34
CNTN3,-2.566371272,0.985101913,NA,1.66E-35,2.70E-34
DIRC3,-2.227752226,-2.018299448,NA,1.69E-35,2.75E-34
APOBR,-1.752907934,5.846239636,NA,1.82E-35,2.95E-34
TSPAN11,-1.63770137,3.489480139,NA,1.95E-35,3.16E-34
FRMD4B,-1.114280924,4.103091272,NA,2.01E-35,3.25E-34
PRELP,-2.523767413,4.548298662,NA,2.02E-35,3.28E-34
GNG12-AS1,-1.490756258,-0.208686162,NA,2.06E-35,3.34E-34
HIPK4,-2.012784367,-2.621666635,NA,2.11E-35,3.41E-34
SGCA,-2.376404272,1.121204601,NA,2.27E-35,3.67E-34
PDE1C,-1.564945454,0.984341974,NA,2.28E-35,3.68E-34
AC011247.1,-2.305078854,-2.548391703,NA,2.55E-35,4.11E-34
TRPC7,-2.222959238,-2.443790752,NA,2.58E-35,4.15E-34
TCL1A,-3.348585135,0.341525874,NA,2.76E-35,4.43E-34
DENND2A,-1.376589723,3.29120268,NA,2.87E-35,4.61E-34
FYCO1,-1.020895329,5.550847419,NA,2.98E-35,4.78E-34
GAS7,-1.620380019,4.374064043,NA,3.06E-35,4.90E-34
CD19,-2.136167365,0.840802746,NA,3.27E-35,5.24E-34
MYO1D,-1.087575106,8.749588355,NA,3.36E-35,5.38E-34
FOXP2,-2.353725223,2.637944549,NA,3.39E-35,5.43E-34
AP002358.1,-2.81512417,-3.222345427,NA,3.62E-35,5.79E-34
CLDN11,-2.104474359,0.921413029,NA,3.77E-35,6.01E-34
ZFYVE28,-1.23325529,3.743826587,NA,4.12E-35,6.57E-34
SLC46A3,-1.310957774,4.975417475,NA,4.14E-35,6.60E-34
PHF24,-2.385332477,-1.95506148,NA,4.31E-35,6.87E-34
TUB,-1.924550433,1.155768323,NA,4.54E-35,7.23E-34
SI,-3.121615101,4.571216991,NA,4.87E-35,7.75E-34
PIK3CG,-1.828025995,1.840667129,NA,5.87E-35,9.32E-34
BEX1,-2.734022251,-0.884858684,NA,5.94E-35,9.43E-34
IGLV7-43,-2.83147069,2.723026572,NA,6.21E-35,9.84E-34
ECI2,-1.400101188,4.878756473,NA,6.45E-35,1.02E-33
APBB1,-1.593648504,3.223915059,NA,6.54E-35,1.04E-33
IGKV3D-7,-3.232092363,-2.415335251,NA,7.93E-35,1.25E-33
IQGAP2,-1.638823511,5.630394772,NA,9.01E-35,1.42E-33
VWA5A,-1.431668691,5.421927734,NA,9.16E-35,1.44E-33
PDE1A,-1.688839447,1.877783239,NA,9.95E-35,1.57E-33
AC093535.2,-1.39476786,-0.234833454,NA,1.04E-34,1.64E-33
MEP1AP4,-3.080125489,-2.030860501,NA,1.05E-34,1.64E-33
EPHX2,-1.478189943,5.619727823,NA,1.07E-34,1.67E-33
IGKV1OR-3,-2.787030973,-3.592012715,NA,1.22E-34,1.91E-33
KLHDC1,-1.355216763,0.289735267,NA,1.67E-34,2.61E-33
RBMS3,-1.682675249,2.049342269,NA,1.71E-34,2.67E-33
HACD4,-1.47655772,2.605432476,NA,1.81E-34,2.82E-33
IGHV2-5,-2.962444189,1.512557791,NA,1.90E-34,2.96E-33
SVEP1,-1.748775057,3.639651187,NA,2.05E-34,3.19E-33
LANCL3,-1.680995361,1.298605876,NA,2.09E-34,3.26E-33
CNKSR2,-2.17339507,-1.084132237,NA,2.10E-34,3.27E-33
NTNG1,-2.996866364,-1.16666208,NA,2.20E-34,3.42E-33
ACSF2,-1.365785806,5.267223899,NA,2.34E-34,3.63E-33
HK2,-1.255145909,7.426244036,NA,2.43E-34,3.77E-33
ABCD2,-2.015910199,-0.592680918,NA,2.49E-34,3.86E-33
AC073254.1,-1.139977972,-0.132112993,NA,2.73E-34,4.23E-33
PKMP3,-1.559276057,-1.987170004,NA,2.83E-34,4.37E-33
FCRL2,-2.390727689,0.071004325,NA,2.88E-34,4.45E-33
RTN1,-1.781360918,1.671357787,NA,2.92E-34,4.51E-33
TNFSF12,-1.310661566,3.60588551,NA,2.93E-34,4.52E-33
LINC02292,-2.000927502,-2.488456284,NA,2.97E-34,4.57E-33
KLRF1,-2.060624071,-2.108034614,NA,3.07E-34,4.72E-33
NHSL1,-1.032154805,5.855145925,NA,3.12E-34,4.81E-33
SYNC,-1.922563373,1.169863831,NA,3.22E-34,4.96E-33
LUZP2,-2.268419402,-0.190833839,NA,3.23E-34,4.96E-33
GCG,-4.127755915,3.10796956,NA,3.33E-34,5.11E-33
CR2,-2.938003384,2.567131742,NA,3.43E-34,5.26E-33
CCL15,-1.480133,2.499712258,NA,3.46E-34,5.30E-33
BIN2,-1.176642435,2.900936362,NA,3.46E-34,5.30E-33
APOBEC3B,-1.571776669,3.249499935,NA,3.84E-34,5.88E-33
NAP1L6,-2.553634499,-3.199963714,NA,3.86E-34,5.90E-33
KCNAB1,-1.726041264,0.842644794,NA,3.94E-34,6.02E-33
KCNC1,-2.069901513,-2.435729188,NA,4.20E-34,6.41E-33
LINC01352,-2.092544926,-3.097348235,NA,4.32E-34,6.60E-33
DCN,-1.843974861,7.803169585,NA,5.14E-34,7.82E-33
MAOB,-2.33471748,3.475872095,NA,5.16E-34,7.85E-33
MS4A2,-2.16043661,0.572173288,NA,5.28E-34,8.02E-33
IGKV2D-30,-3.249501962,-1.703457979,NA,5.62E-34,8.54E-33
AC015922.3,-1.835680238,0.042985845,NA,5.62E-34,8.54E-33
WNT2B,-1.306739585,2.775027503,NA,5.80E-34,8.81E-33
CDKL2,-1.927661626,-0.811814403,NA,6.19E-34,9.39E-33
LMO2,-1.240765085,2.610165623,NA,6.30E-34,9.55E-33
LINC01354,-2.379476221,-2.579361572,NA,6.60E-34,1.00E-32
FCMR,-1.649416292,2.399746476,NA,6.92E-34,1.05E-32
IGLJ1,-2.646785976,-3.096076088,NA,7.42E-34,1.12E-32
SSTR3,-2.252270864,-1.977897946,NA,7.59E-34,1.15E-32
PBX1,-1.41050634,5.53105982,NA,7.71E-34,1.16E-32
ASB11,-2.729108915,-3.577301152,NA,8.00E-34,1.21E-32
SHROOM3,-1.001436779,7.060188954,NA,8.53E-34,1.29E-32
AC142381.1,-2.706826935,-1.318471551,NA,8.81E-34,1.33E-32
BMX,-2.082888109,1.147677425,NA,9.90E-34,1.49E-32
TNS2,-1.193974208,5.16102354,NA,9.97E-34,1.50E-32
SYPL2,-1.922912512,-0.580554862,NA,1.11E-33,1.67E-32
FAM124A,-1.767219895,1.203401112,NA,1.12E-33,1.68E-32
C16orf45,-1.484452253,2.988451591,NA,1.13E-33,1.69E-32
SPART,-1.624585338,3.352350414,NA,1.28E-33,1.91E-32
MPPED2,-2.031237712,-0.654364563,NA,1.38E-33,2.06E-32
AL031274.1,-1.911341928,-2.879728325,NA,1.41E-33,2.10E-32
IGHV3-74,-2.640379252,4.520688316,NA,1.42E-33,2.12E-32
TLR7,-1.833524102,1.201001236,NA,1.51E-33,2.25E-32
SYTL2,-1.329898577,6.01085773,NA,1.59E-33,2.36E-32
SYNGR1,-1.994441593,2.046010049,NA,1.67E-33,2.49E-32
LINC02381,-1.591055905,0.177981518,NA,1.70E-33,2.52E-32
SOCS6,-1.053363822,5.064148373,NA,1.71E-33,2.53E-32
AC018521.6,-1.371159615,-1.858960626,NA,1.73E-33,2.56E-32
RAB37,-1.534254985,2.370206975,NA,1.86E-33,2.75E-32
CD180,-1.699338896,1.831250707,NA,1.95E-33,2.89E-32
AICDA,-3.284585713,-2.366959008,NA,2.04E-33,3.01E-32
SLITRK2,-2.667462843,-2.392077377,NA,2.05E-33,3.02E-32
PTPRZ1,-3.003479856,-0.191570056,NA,2.27E-33,3.35E-32
ITGB3,-1.59085783,1.487439073,NA,2.33E-33,3.43E-32
AC126178.1,-2.675470425,-2.564283217,NA,2.46E-33,3.61E-32
ATP2B1-AS1,-1.06089091,0.005417305,NA,2.52E-33,3.70E-32
TTC28,-1.420244077,3.248324976,NA,2.74E-33,4.03E-32
INA,-2.714969382,-0.368001428,NA,2.75E-33,4.05E-32
CYP2D6,-2.012239651,1.370058395,NA,2.78E-33,4.08E-32
PENK,-3.269297199,-0.236383335,NA,3.03E-33,4.43E-32
GRIN2A,-2.690854636,-1.593270103,NA,3.08E-33,4.51E-32
C10orf105,-2.232449064,-3.289283753,NA,3.22E-33,4.71E-32
ACE,-1.485622296,5.297924791,NA,3.22E-33,4.72E-32
EVX2,-2.967224532,-2.120904533,NA,3.42E-33,5.00E-32
NKX3-2,-1.91450101,0.657241056,NA,3.48E-33,5.08E-32
PBXIP1,-1.0793689,6.44634231,NA,3.53E-33,5.15E-32
SHISA3,-2.374547204,0.96876542,NA,3.61E-33,5.26E-32
IGLV2-8,-2.690350465,4.042755011,NA,3.95E-33,5.74E-32
OSR1,-2.314344287,0.776361706,NA,4.23E-33,6.14E-32
HDAC9,-1.79779451,2.404945943,NA,4.25E-33,6.17E-32
GGT6,-1.762137323,6.275023762,NA,4.30E-33,6.24E-32
TSC22D3,-1.320686488,5.683614119,NA,4.99E-33,7.21E-32
CLVS2,-3.111107649,-2.215531543,NA,5.06E-33,7.31E-32
EHHADH,-1.146871633,4.444860743,NA,5.64E-33,8.15E-32
LCN10,-2.607649942,-2.932137836,NA,5.90E-33,8.52E-32
AC104699.1,-2.309280991,-1.832452488,NA,6.74E-33,9.70E-32
LGALS3,-1.171729144,9.752619987,NA,6.84E-33,9.84E-32
CCL8,-2.354749319,1.135224873,NA,7.28E-33,1.05E-31
AC117489.1,-1.930763081,-1.537301943,NA,7.39E-33,1.06E-31
VIPR2,-2.005782033,-0.189174934,NA,7.48E-33,1.07E-31
AP001528.3,-1.824724175,-0.343105036,NA,8.55E-33,1.22E-31
BEX4,-1.805714337,3.2177895,NA,8.85E-33,1.27E-31
PPARGC1A,-1.814608032,3.886206544,NA,9.11E-33,1.30E-31
GALNT15,-2.038462139,1.696004027,NA,9.12E-33,1.30E-31
P3H2,-1.841674539,3.877391899,NA,9.30E-33,1.33E-31
SECISBP2L,-1.07910064,4.930303467,NA,1.00E-32,1.43E-31
B3GNT8,-1.4579296,4.708974347,NA,1.17E-32,1.66E-31
LIPH,-1.279265777,6.055416769,NA,1.20E-32,1.70E-31
COL4A6,-2.165290865,0.530028914,NA,1.27E-32,1.80E-31
MEIS3P1,-1.854494462,0.69324129,NA,1.49E-32,2.10E-31
IGKV6-21,-2.758823249,1.120724524,NA,1.52E-32,2.15E-31
RAB6B,-1.56144439,2.272601068,NA,1.52E-32,2.15E-31
MS4A1,-2.791662297,1.947890096,NA,1.54E-32,2.18E-31
TRIM36,-1.516579521,3.159725367,NA,1.69E-32,2.38E-31
NCR2,-2.647434642,-3.494579171,NA,1.70E-32,2.40E-31
AC096733.2,-1.680396202,-1.696829457,NA,2.05E-32,2.88E-31
HHIP,-2.000542847,2.182003248,NA,2.07E-32,2.90E-31
CPAMD8,-1.48123267,0.633646396,NA,2.14E-32,3.00E-31
PPARD,-1.003927652,5.999213156,NA,2.15E-32,3.02E-31
IL11RA,-1.159907639,2.738089724,NA,2.21E-32,3.09E-31
DPEP3,-2.370376379,-2.63375728,NA,2.24E-32,3.14E-31
MCPH1-AS1,-1.384913215,-0.8478601,NA,2.25E-32,3.16E-31
SELENBP1,-1.926305289,8.606780574,NA,2.58E-32,3.60E-31
MAGI2,-1.342758947,1.652975314,NA,2.70E-32,3.77E-31
FAS,-1.366832824,4.132524634,NA,2.88E-32,4.01E-31
CCNG2,-1.022225621,5.166475614,NA,3.00E-32,4.18E-31
CLDN5,-1.808924202,3.346953155,NA,3.23E-32,4.49E-31
TRGC2,-1.985481303,-0.266992938,NA,3.49E-32,4.85E-31
SOCS2,-1.205408603,3.463381597,NA,3.56E-32,4.95E-31
IGKV3-20,-2.365271006,6.406376899,NA,4.20E-32,5.82E-31
JCAD,-1.72240547,4.441279378,NA,4.54E-32,6.29E-31
TMEM200B,-1.673353991,1.531778408,NA,4.99E-32,6.89E-31
WFDC1,-1.493625999,3.532194803,NA,5.23E-32,7.23E-31
GCNT3,-2.109556292,6.998204324,NA,5.53E-32,7.63E-31
VILL,-1.42331055,6.217791369,NA,5.67E-32,7.81E-31
FAM49A,-1.559745726,2.548609773,NA,6.13E-32,8.43E-31
MYZAP,-1.307122117,2.077400717,NA,6.31E-32,8.68E-31
NCS1,-1.317948131,5.162918248,NA,6.58E-32,9.04E-31
UBE2QL1,-1.992686577,0.489813833,NA,7.46E-32,1.02E-30
SLC30A8,-2.612524588,-3.000182409,NA,7.60E-32,1.04E-30
AC007556.1,-2.877846834,-3.641132325,NA,8.02E-32,1.10E-30
ENTPD3,-2.23275425,0.473616729,NA,8.37E-32,1.14E-30
POU2F2,-1.534983688,2.355342937,NA,9.36E-32,1.28E-30
OCEL1,-1.072108984,3.848376201,NA,9.59E-32,1.30E-30
AC022217.3,-2.023011242,-3.680168951,NA,9.94E-32,1.35E-30
RGS13,-2.537022925,-0.267873807,NA,1.14E-31,1.55E-30
PROB1,-1.074131192,2.333461212,NA,1.19E-31,1.61E-30
AC004836.1,-2.300449395,-3.032410825,NA,1.19E-31,1.61E-30
ANKRD53,-1.567695119,-1.439607016,NA,1.22E-31,1.66E-30
IGKV1OR9-2,-2.926048012,-3.273858644,NA,1.26E-31,1.70E-30
TMEM56,-1.56585833,4.883433431,NA,1.26E-31,1.70E-30
DOCK3,-1.78285884,0.109278735,NA,1.29E-31,1.74E-30
MAGOH2P,-1.491994583,-2.302587237,NA,1.38E-31,1.86E-30
LINC01781,-2.423364669,-2.561430872,NA,1.42E-31,1.92E-30
AC048382.5,-1.486746815,-2.919918147,NA,1.44E-31,1.95E-30
IGHA1,-2.582907163,10.57213857,NA,1.46E-31,1.97E-30
ACKR1,-2.225093399,3.069049699,NA,1.56E-31,2.09E-30
AC026469.1,-1.77187601,-2.840033929,NA,1.59E-31,2.14E-30
CPQ,-1.270802559,4.28851027,NA,1.63E-31,2.19E-30
AC103923.1,-1.70052352,-2.24588845,NA,1.65E-31,2.22E-30
LINC01080,-2.691189132,-3.238451902,NA,1.69E-31,2.26E-30
BTLA,-1.817317063,-0.417655583,NA,1.77E-31,2.37E-30
SOX15,-1.546728185,-0.273231038,NA,1.99E-31,2.66E-30
NEFH,-1.751500345,-0.51622303,NA,1.99E-31,2.66E-30
AC093642.2,-2.493586532,-2.336513579,NA,2.06E-31,2.75E-30
ATP2A3,-1.629973809,7.214514439,NA,2.15E-31,2.87E-30
AL136366.1,-2.198026091,-3.498354137,NA,2.16E-31,2.89E-30
HSPB2,-1.677282987,-0.808533282,NA,2.37E-31,3.16E-30
LINC02541,-1.890755056,-2.095224293,NA,2.41E-31,3.20E-30
AC022034.4,-2.440269886,-3.590027055,NA,2.50E-31,3.32E-30
CNGA3,-2.97718622,-0.238430506,NA,2.53E-31,3.36E-30
AP001542.3,-1.279576394,0.202235475,NA,2.74E-31,3.64E-30
LRRC7,-1.556727821,-0.839275138,NA,3.59E-31,4.76E-30
PDZRN3,-1.525294629,4.169926185,NA,3.72E-31,4.92E-30
CHST5,-2.511957728,2.587250502,NA,3.84E-31,5.07E-30
SNAP25,-2.618895107,-0.036749116,NA,3.93E-31,5.19E-30
RALYL,-3.158281152,-3.194731461,NA,4.08E-31,5.39E-30
PKD1L2,-2.231026609,-1.76909516,NA,4.17E-31,5.51E-30
NPY,-2.885200678,-1.844657615,NA,4.37E-31,5.76E-30
IMPA1,-1.101074518,4.883515005,NA,4.72E-31,6.21E-30
CLEC17A,-2.425251966,-1.43133112,NA,4.98E-31,6.55E-30
PLIN4,-3.008557379,3.823296967,NA,4.98E-31,6.55E-30
LINC02362,-1.749635062,0.556734627,NA,5.34E-31,7.02E-30
CD1C,-1.79107861,0.474684283,NA,5.44E-31,7.14E-30
ARHGAP15,-1.347797661,1.985511929,NA,5.46E-31,7.16E-30
LRRC55,-1.908539271,-0.875667014,NA,5.95E-31,7.79E-30
BTK,-1.583884512,2.084367506,NA,6.13E-31,8.03E-30
STAB1,-1.453551268,5.65304935,NA,6.19E-31,8.10E-30
ARHGAP42,-1.140039058,3.500190446,NA,6.80E-31,8.87E-30
AGFG2,-1.05930401,5.505884444,NA,7.08E-31,9.23E-30
ENAM,-2.591607003,-1.41716525,NA,7.34E-31,9.55E-30
FLNB,-1.016537632,8.901094397,NA,7.60E-31,9.88E-30
IL1R2,-2.0695026,3.793992569,NA,8.03E-31,1.04E-29
LSP1,-1.436590825,5.125346762,NA,8.08E-31,1.05E-29
AC097534.2,-1.210222235,-0.110703525,NA,8.23E-31,1.07E-29
MICU3,-1.900456212,-0.214490365,NA,8.34E-31,1.08E-29
PNOC,-2.118888328,-0.595746734,NA,8.74E-31,1.13E-29
SOWAHB,-1.112502887,3.831756136,NA,1.07E-30,1.38E-29
CCNJL,-1.57124559,3.448669386,NA,1.08E-30,1.40E-29
TSPAN2,-1.908693669,3.46735232,NA,1.24E-30,1.61E-29
PTH1R,-1.936629989,-0.516695126,NA,1.28E-30,1.65E-29
GPR34,-1.676084411,2.145490718,NA,1.34E-30,1.73E-29
IGKV3-7,-2.584634767,0.612847711,NA,1.37E-30,1.77E-29
SLC6A9,-1.362659204,4.355417137,NA,1.48E-30,1.90E-29
CAMK4,-1.48994011,1.397856368,NA,1.54E-30,1.98E-29
AC027807.2,-2.354862409,-3.668611004,NA,1.57E-30,2.01E-29
UCHL1,-2.082466646,2.531407632,NA,1.60E-30,2.05E-29
AL109955.1,-1.556294942,-1.955133807,NA,1.65E-30,2.12E-29
LINC01687,-3.264853935,-2.598176493,NA,1.80E-30,2.31E-29
ANTXR2,-1.228444349,6.166264048,NA,1.92E-30,2.46E-29
NEO1,-1.080817414,7.018820085,NA,1.94E-30,2.49E-29
RETREG1,-1.429629409,5.067912029,NA,2.05E-30,2.62E-29
EDNRB,-1.372101579,3.433215718,NA,2.09E-30,2.67E-29
TNFRSF13C,-1.82213421,1.298940032,NA,2.12E-30,2.71E-29
SLC28A1,-3.137493302,-1.342281741,NA,2.14E-30,2.72E-29
LINC00483,-1.543181213,3.752881606,NA,2.16E-30,2.76E-29
DDX60,-1.505238642,5.272030396,NA,2.24E-30,2.85E-29
AC084200.1,-2.941987238,-3.60453315,NA,2.26E-30,2.88E-29
SNTG2,-2.376390182,-2.70317822,NA,2.33E-30,2.97E-29
ALKAL2,-1.977438924,-0.332848451,NA,2.35E-30,2.98E-29
FXYD3,-1.493938645,9.191556351,NA,2.49E-30,3.16E-29
LINC02447,-1.598724528,-1.86215932,NA,2.68E-30,3.39E-29
AC104819.3,-1.479704433,-2.136369152,NA,2.73E-30,3.46E-29
STK32B,-1.561581141,0.006111849,NA,2.84E-30,3.59E-29
ENTPD8,-2.201418176,4.784410356,NA,2.96E-30,3.74E-29
EBF1,-1.484576613,1.74552025,NA,2.98E-30,3.76E-29
AP001533.1,-2.196778564,-3.661643015,NA,3.07E-30,3.87E-29
LINC01588,-1.129665279,1.3861042,NA,3.24E-30,4.07E-29
FLI1,-1.297319611,3.142016556,NA,3.28E-30,4.13E-29
DSCAML1,-2.327523895,-0.156094047,NA,3.48E-30,4.38E-29
AC046185.2,-1.229679205,-1.289367559,NA,3.53E-30,4.43E-29
RHBDL2,-1.783115443,3.418717255,NA,3.54E-30,4.44E-29
WSCD2,-2.651019874,-0.626795947,NA,4.09E-30,5.12E-29
AC096751.1,-2.076359853,-2.561332485,NA,4.39E-30,5.49E-29
TESPA1,-1.586640633,0.633775414,NA,4.80E-30,5.99E-29
ZNF135,-1.624492805,0.110129948,NA,4.92E-30,6.13E-29
EPB41L4A,-1.719990736,1.622427561,NA,5.19E-30,6.47E-29
DZIP1,-1.411360103,2.217840898,NA,5.47E-30,6.81E-29
ZDHHC22,-3.15360586,-2.794908825,NA,5.53E-30,6.89E-29
TMEM156,-1.670272283,-0.08854761,NA,5.67E-30,7.05E-29
EPHA10,-1.272654836,4.139428682,NA,5.71E-30,7.10E-29
CLCN2,-1.272678847,5.438414381,NA,6.10E-30,7.58E-29
GPR162,-1.285709749,0.724929162,NA,6.17E-30,7.66E-29
IGKV6D-21,-3.100984356,0.376673612,NA,6.19E-30,7.68E-29
AP003071.3,-2.394205531,-3.622260775,NA,6.24E-30,7.75E-29
MYT1L,-2.931129105,-2.939922728,NA,6.51E-30,8.07E-29
AL513542.1,-2.160465934,-3.243609995,NA,6.87E-30,8.51E-29
SGK2,-1.606711375,4.816638088,NA,7.06E-30,8.74E-29
MSTN,-2.07359887,-1.902168955,NA,7.37E-30,9.12E-29
FIGN,-1.76624174,-0.246234806,NA,7.63E-30,9.43E-29
FKBP5,-1.112527686,5.709955486,NA,7.97E-30,9.85E-29
AC096745.2,-2.649034904,-2.302970476,NA,8.48E-30,1.05E-28
NLGN3,-1.396946384,0.466447308,NA,9.10E-30,1.12E-28
ZNF540,-1.401895375,-0.366583513,NA,9.24E-30,1.14E-28
AC011365.2,-1.868082269,-3.434226775,NA,9.56E-30,1.18E-28
PYY2,-1.674046674,-2.01765405,NA,9.68E-30,1.19E-28
EPB41L4A-DT,-1.629098751,-1.290023263,NA,9.71E-30,1.19E-28
SLC37A2,-1.966923971,3.632281256,NA,9.84E-30,1.21E-28
LINC01081,-1.723997144,-2.990582036,NA,1.13E-29,1.39E-28
ZNF710-AS1,-1.244183027,2.47283989,NA,1.14E-29,1.39E-28
SYP,-1.693796582,1.992934467,NA,1.17E-29,1.43E-28
BMF,-1.154006754,4.131290383,NA,1.18E-29,1.44E-28
IGHJ3P,-2.559847613,-1.345238531,NA,1.19E-29,1.46E-28
GCOM1,-1.460622401,0.034833961,NA,1.20E-29,1.47E-28
AC024337.2,-2.082058937,-3.044862701,NA,1.24E-29,1.51E-28
SMPD3,-1.324259117,5.431726764,NA,1.28E-29,1.56E-28
AC104825.1,-1.377203358,0.598141816,NA,1.51E-29,1.84E-28
ETNK1,-1.076271647,6.447184615,NA,1.62E-29,1.97E-28
PAPPA2,-2.437831451,-0.370818329,NA,1.69E-29,2.06E-28
TEK,-1.348856799,2.729207,NA,1.81E-29,2.20E-28
BTC,-1.195405031,3.080990026,NA,1.87E-29,2.27E-28
PITPNM3,-1.442548163,4.06154051,NA,2.09E-29,2.53E-28
DYNC1I1,-2.176146085,0.844953504,NA,2.24E-29,2.70E-28
DPYD,-1.720355107,3.403400694,NA,2.27E-29,2.74E-28
IGLV5-48,-2.793552705,-1.775960317,NA,2.31E-29,2.79E-28
ROR1,-1.861746364,1.723184907,NA,2.51E-29,3.03E-28
FBXL7,-1.40631376,2.540324012,NA,2.59E-29,3.12E-28
PMP22,-1.378976015,5.684548193,NA,2.67E-29,3.22E-28
UNC79,-1.319591247,-1.119256966,NA,2.83E-29,3.41E-28
NAPSB,-1.570001865,2.115680037,NA,3.02E-29,3.63E-28
AL662844.4,-1.148696786,0.434642033,NA,3.38E-29,4.06E-28
AC104971.3,-2.371885742,-3.665808835,NA,3.65E-29,4.38E-28
AF186192.2,-2.267108369,-2.085023638,NA,3.66E-29,4.39E-28
SH3BGRL,-1.163753878,6.2281722,NA,3.88E-29,4.65E-28
LINC01394,-1.904169588,-3.525889803,NA,3.90E-29,4.68E-28
CHRNA1,-1.729867592,0.364231743,NA,4.04E-29,4.84E-28
ASXL3,-2.126246018,0.486462422,NA,4.13E-29,4.94E-28
AP003548.1,-1.998945406,-3.422584375,NA,4.32E-29,5.16E-28
PAK3,-1.907111744,-0.903756521,NA,4.48E-29,5.35E-28
CCL13,-2.399678921,1.606517231,NA,4.60E-29,5.49E-28
RNF125,-1.483293545,3.351898167,NA,4.68E-29,5.59E-28
SNCA,-1.928728296,0.975185606,NA,5.32E-29,6.34E-28
MIXL1,-1.965770057,-1.418260758,NA,5.70E-29,6.79E-28
GAPT,-1.853873063,0.009597389,NA,5.86E-29,6.97E-28
IGKV1-39,-2.841218874,-0.328162658,NA,5.94E-29,7.07E-28
FOXD3-AS1,-2.680727286,-2.404049365,NA,6.18E-29,7.34E-28
CCL21,-2.199758315,4.295071371,NA,6.55E-29,7.77E-28
IGLV1-50,-2.509883645,-1.051826542,NA,7.28E-29,8.62E-28
KIRREL3,-1.951620491,-0.518863118,NA,7.58E-29,8.97E-28
SLC15A1,-2.607370439,2.753592038,NA,8.27E-29,9.77E-28
OLFM1,-1.75848304,2.549415417,NA,8.27E-29,9.77E-28
