,logFC,logCPM,insert,PValue,FDR
GZMB,2.220840427,3.78140751,NA,7.38E-16,4.01E-15
HCRT,3.127683351,-2.483294552,NA,7.51E-16,4.08E-15
CDH11,1.521660094,5.732766891,NA,7.56E-16,4.11E-15
MCEMP1,2.859966644,0.570085321,NA,7.60E-16,4.13E-15
AC092484.1,4.312064555,-3.184479977,NA,7.86E-16,4.26E-15
KRT83,3.71466855,-1.32225133,NA,7.86E-16,4.26E-15
CDIPTOSP,2.876984449,-1.900752719,NA,8.00E-16,4.34E-15
MMP10,2.600027638,2.119873681,NA,8.21E-16,4.45E-15
RNF39,1.379663704,2.479237963,NA,8.26E-16,4.48E-15
FOXP3,1.389438173,1.996650692,NA,8.33E-16,4.51E-15
UPK2,4.565390894,-0.474356834,NA,8.36E-16,4.53E-15
BHLHA9,5.078269286,-1.912951496,NA,8.57E-16,4.63E-15
RPL37P23,1.844956176,-0.821125239,NA,8.64E-16,4.68E-15
CKMT2,3.461544876,4.047044537,NA,8.68E-16,4.70E-15
INHBB,2.363199641,3.307300305,NA,8.78E-16,4.75E-15
KRT31,7.14297602,-1.057414,NA,8.80E-16,4.75E-15
RHBG,3.086360885,-2.344230288,NA,8.82E-16,4.76E-15
DLX6-AS1,4.158882912,0.737854282,NA,9.21E-16,4.97E-15
VASH2,1.28796168,1.504605889,NA,9.36E-16,5.05E-15
AC067942.1,2.732099793,-0.741845505,NA,9.41E-16,5.08E-15
AC022784.8,2.586008215,-2.794238637,NA,9.47E-16,5.11E-15
CCDC187,2.676905471,-0.052171255,NA,9.73E-16,5.25E-15
PCAT6,1.198831225,1.152640089,NA,1.00E-15,5.41E-15
AC144450.1,3.667056314,-1.847661196,NA,1.01E-15,5.44E-15
AL133410.1,1.208089203,-0.278795643,NA,1.05E-15,5.63E-15
ZFPM1,1.320254798,4.048240739,NA,1.06E-15,5.69E-15
DCSTAMP,2.945625997,-1.036904491,NA,1.07E-15,5.74E-15
COL5A1,1.572657655,8.045522643,NA,1.08E-15,5.81E-15
SERPINE2,1.387447634,6.52998543,NA,1.10E-15,5.89E-15
C20orf204,2.679147024,0.918110315,NA,1.10E-15,5.91E-15
AC093895.1,4.56609122,-2.345581203,NA,1.10E-15,5.92E-15
CLDN18,6.881605615,4.531025639,NA,1.12E-15,5.99E-15
Z82243.1,1.836193002,-1.455225001,NA,1.12E-15,6.01E-15
AC107075.1,1.637576339,-0.440976291,NA,1.12E-15,6.01E-15
Z84485.1,1.46150389,-0.810736856,NA,1.15E-15,6.16E-15
GPR143,2.294652794,3.113330306,NA,1.15E-15,6.17E-15
PKMP1,2.754155024,-0.775526644,NA,1.15E-15,6.18E-15
AL136126.1,2.43759961,-0.142983314,NA,1.16E-15,6.21E-15
NPSR1,5.662964403,2.52576026,NA,1.18E-15,6.31E-15
AFP,4.452050547,-0.836166494,NA,1.18E-15,6.32E-15
AC004453.1,1.819764774,2.456663153,NA,1.20E-15,6.44E-15
AC018641.1,3.170921537,-1.937588261,NA,1.21E-15,6.45E-15
AC024558.1,1.905978816,-2.052418296,NA,1.22E-15,6.50E-15
AC003101.2,2.33077172,-2.918452377,NA,1.22E-15,6.51E-15
PLSCR3,1.024043823,-0.671910716,NA,1.23E-15,6.56E-15
MKI67,1.019344916,7.518395819,NA,1.23E-15,6.58E-15
LINC01348,2.225407805,0.431228829,NA,1.24E-15,6.61E-15
CDC7,1.008651067,3.323931941,NA,1.28E-15,6.82E-15
FRGCA,2.789979866,-2.144830121,NA,1.30E-15,6.94E-15
SCARNA5,7.708301595,2.662337799,NA,1.32E-15,7.03E-15
AC124283.2,1.264426576,-1.745888441,NA,1.33E-15,7.10E-15
HSPE1P5,2.689437393,-3.111448993,NA,1.35E-15,7.22E-15
LINC02428,5.02982443,-2.23037317,NA,1.35E-15,7.22E-15
LINC02254,4.024402334,-2.014477965,NA,1.36E-15,7.25E-15
AL023803.3,2.355830161,-2.885170133,NA,1.37E-15,7.30E-15
GMCL1P2,3.671799104,-3.031035189,NA,1.38E-15,7.35E-15
AL021578.1,2.069375779,-0.98207318,NA,1.40E-15,7.44E-15
NAT16,3.247239522,-1.651220329,NA,1.42E-15,7.56E-15
CBX3P9,1.660727643,-1.422566808,NA,1.46E-15,7.79E-15
FOXRED2,1.018105593,4.71338823,NA,1.48E-15,7.85E-15
IGF2BP3,3.996498982,2.17500533,NA,1.50E-15,7.98E-15
HIST1H2AH,5.54018254,0.053088749,NA,1.51E-15,8.02E-15
PRDM13,4.041190459,-0.959398354,NA,1.54E-15,8.19E-15
TTC16,2.114175257,-1.051024783,NA,1.55E-15,8.24E-15
HIST1H4E,4.52424378,1.728888029,NA,1.59E-15,8.44E-15
IZUMO1,2.247024351,-2.063558911,NA,1.60E-15,8.49E-15
WASIR2,2.582116748,-2.157386909,NA,1.63E-15,8.63E-15
KRT18P4,1.213954116,-1.441204376,NA,1.67E-15,8.87E-15
AC097478.1,5.746246242,1.106926672,NA,1.69E-15,8.94E-15
AP003031.2,1.646027652,-2.437149637,NA,1.71E-15,9.04E-15
SNORA71D,7.047251178,-0.116030166,NA,1.76E-15,9.29E-15
NPM1P9,1.460484502,-2.194987018,NA,1.76E-15,9.32E-15
HIST1H4C,6.34092565,1.59535836,NA,1.76E-15,9.33E-15
IGF2,5.304674912,10.40542028,NA,1.78E-15,9.40E-15
MAGEA3,10.38127256,2.665108422,NA,1.79E-15,9.43E-15
PTOV1-AS2,1.080737833,1.412380381,NA,1.80E-15,9.52E-15
SNORA3B,2.02124563,-2.107690949,NA,1.86E-15,9.80E-15
EME2,1.092091796,3.789120011,NA,1.93E-15,1.02E-14
AC007160.1,3.539531976,-1.34685817,NA,1.94E-15,1.02E-14
CHSY3,1.383531952,0.986020711,NA,1.94E-15,1.02E-14
LINC01269,2.685909597,-2.025029937,NA,1.95E-15,1.03E-14
PRR9,7.524327245,0.261219246,NA,1.95E-15,1.03E-14
ARHGEF38,1.019110324,3.551457642,NA,1.96E-15,1.03E-14
AL133215.2,1.102289308,0.26346569,NA,2.00E-15,1.05E-14
RPL36P16,2.512680954,-2.800486055,NA,2.01E-15,1.06E-14
SETSIP,1.566662495,-2.19154376,NA,2.04E-15,1.08E-14
SNORA31,2.333876927,-0.595959898,NA,2.06E-15,1.08E-14
EIF1AXP1,1.366261103,-0.456273245,NA,2.06E-15,1.08E-14
SCARNA13,4.169769875,1.377470242,NA,2.06E-15,1.08E-14
HES4,1.90677249,3.19558757,NA,2.09E-15,1.10E-14
PSORS1C2,2.975326991,-0.925474104,NA,2.09E-15,1.10E-14
AC145285.6,1.348466535,-0.24557619,NA,2.15E-15,1.13E-14
USP26,3.991335469,-3.107824554,NA,2.20E-15,1.16E-14
GAPDHP40,2.601080065,0.499347055,NA,2.21E-15,1.16E-14
AC004980.2,1.466950265,-1.94372944,NA,2.22E-15,1.17E-14
PLA2G4E,1.746256277,-0.3902506,NA,2.24E-15,1.17E-14
AC104785.1,1.385961474,-1.767633489,NA,2.31E-15,1.21E-14
RPL34P31,4.041833999,-0.136056227,NA,2.33E-15,1.22E-14
AL109741.2,2.832591573,-1.050601944,NA,2.34E-15,1.22E-14
RPS4XP3,2.753030361,-0.465135621,NA,2.38E-15,1.25E-14
AC091931.1,3.858622431,-3.415972957,NA,2.46E-15,1.29E-14
LINC00174,1.122626219,2.664909383,NA,2.55E-15,1.33E-14
DMRT3,3.88551061,-1.647003862,NA,2.59E-15,1.35E-14
AL645608.4,3.10332068,-2.897385394,NA,2.62E-15,1.37E-14
RPL10P13,1.929746174,-2.365497941,NA,2.65E-15,1.39E-14
CST6,4.603846787,1.283840973,NA,2.70E-15,1.41E-14
IFITM2,1.422656025,6.952390103,NA,2.79E-15,1.45E-14
LRRC6,1.400107351,2.661670711,NA,2.86E-15,1.49E-14
AC007608.2,6.238816646,-1.410035735,NA,2.86E-15,1.49E-14
KIF12,1.59537761,5.121303961,NA,2.88E-15,1.50E-14
THY1,1.296676909,6.625909659,NA,2.97E-15,1.55E-14
AC073073.1,1.546818815,-1.741905201,NA,3.19E-15,1.66E-14
TTLL9,1.808520715,-1.533499103,NA,3.25E-15,1.69E-14
AC080080.1,1.259087072,-0.242463226,NA,3.34E-15,1.74E-14
HIST1H3J,4.804257076,-0.131157638,NA,3.39E-15,1.76E-14
NSMF,1.157650447,6.740994292,NA,3.39E-15,1.76E-14
TAGLN2P1,1.815858602,0.311632097,NA,3.41E-15,1.77E-14
ORM1,8.89702436,4.372535813,NA,3.44E-15,1.78E-14
FGB,8.679248383,5.13039049,NA,3.48E-15,1.81E-14
AL034370.1,2.525199381,-1.887406813,NA,3.50E-15,1.82E-14
AC008763.1,1.809513284,-1.683963543,NA,3.51E-15,1.82E-14
COX4I1P2,3.243716736,-3.617838905,NA,3.53E-15,1.83E-14
AC016735.1,1.62123796,0.659149464,NA,3.57E-15,1.85E-14
EEF1DP1,1.999221294,0.778335713,NA,3.64E-15,1.88E-14
IRX3,3.077831329,0.412373042,NA,3.66E-15,1.90E-14
Z97200.1,3.674961456,-2.059648955,NA,3.73E-15,1.93E-14
AC104088.1,1.699439036,-1.109301178,NA,3.77E-15,1.95E-14
DLGAP4-AS1,1.593826306,-0.781343661,NA,3.79E-15,1.96E-14
PRSS51,3.061356427,-0.117745717,NA,3.79E-15,1.96E-14
PFDN4,1.153837904,4.713836253,NA,3.86E-15,1.99E-14
LINC00265,1.083677896,2.669949418,NA,3.86E-15,2.00E-14
PTTG3P,3.545416812,-2.613473016,NA,3.87E-15,2.00E-14
AC011498.3,2.627333791,-3.121449476,NA,3.91E-15,2.02E-14
FZD3,1.320599612,4.007879333,NA,3.96E-15,2.05E-14
REX1BD,1.210213007,5.452200208,NA,4.01E-15,2.07E-14
RNU4-2,7.221456249,3.963100271,NA,4.03E-15,2.08E-14
SLCO1B1,5.885284875,-1.166452584,NA,4.11E-15,2.12E-14
INHBA-AS1,2.758309571,-2.072773403,NA,4.14E-15,2.13E-14
AC063952.1,2.556012913,-2.88716906,NA,4.15E-15,2.14E-14
WNT11,2.72685099,4.678939824,NA,4.22E-15,2.17E-14
AL391095.1,1.9769327,-0.719066648,NA,4.48E-15,2.30E-14
KIAA1024,1.243546969,0.585796144,NA,4.61E-15,2.37E-14
AL162595.1,1.134825704,-0.100734948,NA,4.64E-15,2.38E-14
RPS20P14,1.460504263,0.900442665,NA,4.66E-15,2.39E-14
AC010547.2,4.983566702,-1.727994295,NA,4.76E-15,2.44E-14
HSP90AA2P,1.741266526,0.592497568,NA,4.81E-15,2.46E-14
HENMT1,1.185860249,4.193404809,NA,4.94E-15,2.53E-14
AC010542.5,1.084345133,-0.169636495,NA,4.94E-15,2.53E-14
ALG1L,1.5059341,1.380677853,NA,4.95E-15,2.54E-14
SNORD12C,2.996279807,-2.884719351,NA,4.98E-15,2.55E-14
CPLX1,1.654275269,2.941775612,NA,5.04E-15,2.58E-14
MALAT1,3.114762468,9.181847369,NA,5.07E-15,2.60E-14
PPM1J,1.086136616,0.754540576,NA,5.09E-15,2.61E-14
AL357055.1,3.787150732,-1.324745411,NA,5.17E-15,2.64E-14
RPS18P1,4.087776312,-2.400749962,NA,5.21E-15,2.66E-14
AC006252.1,1.274921122,-1.535042839,NA,5.27E-15,2.69E-14
ATAD3C,2.091781885,1.809284968,NA,5.31E-15,2.71E-14
SOX1,4.754913742,1.205538876,NA,5.38E-15,2.75E-14
SINHCAFP1,1.842259337,-2.352612654,NA,5.38E-15,2.75E-14
DSCR9,1.690633112,-2.371265435,NA,5.50E-15,2.81E-14
SCARNA6,5.332541094,1.442927419,NA,5.54E-15,2.82E-14
AC140076.1,4.58246294,-1.529005501,NA,5.57E-15,2.84E-14
AC027307.1,1.651957155,-2.332911618,NA,5.59E-15,2.85E-14
PLA2G3,4.382435505,1.282849571,NA,5.70E-15,2.90E-14
FAM222A,1.447837946,3.595903888,NA,5.72E-15,2.91E-14
SERPINE1,2.008924702,5.57590161,NA,5.78E-15,2.94E-14
SNORD88A,2.37467031,-3.046154241,NA,5.82E-15,2.96E-14
AC010864.1,1.078254287,-1.425489116,NA,5.85E-15,2.98E-14
AL353708.3,1.373725129,-1.285631081,NA,5.99E-15,3.05E-14
RPL12P47,4.544157219,-1.279871523,NA,6.14E-15,3.12E-14
FGA,8.143130695,5.527538005,NA,6.19E-15,3.14E-14
DPP7,1.032726067,6.740554966,NA,6.35E-15,3.23E-14
YAE1D1,1.018982673,4.59468354,NA,6.43E-15,3.26E-14
MACROD1,1.232062958,5.564043998,NA,6.45E-15,3.27E-14
HIST3H2BB,2.17530013,-0.45813111,NA,6.47E-15,3.28E-14
AMBP,4.552687367,3.282148838,NA,6.50E-15,3.30E-14
PUSL1,1.005957733,4.097412546,NA,6.54E-15,3.31E-14
KRT6C,5.412368139,-1.405643115,NA,6.63E-15,3.36E-14
AC118754.1,2.582293265,-2.718995182,NA,6.66E-15,3.38E-14
SUZ12P1,1.185556424,2.903747393,NA,6.96E-15,3.52E-14
RPL31P61,3.836138326,-0.959138833,NA,7.08E-15,3.58E-14
KISS1R,3.10813082,-1.270217359,NA,7.47E-15,3.77E-14
AC007537.1,1.220945556,0.688412825,NA,7.51E-15,3.80E-14
OSM,2.384229985,2.7732461,NA,7.54E-15,3.81E-14
TTC9,1.546306624,3.301439881,NA,7.70E-15,3.89E-14
AP001542.1,3.316580641,-3.070640029,NA,7.70E-15,3.89E-14
AC009065.2,1.074887064,3.502963574,NA,7.72E-15,3.90E-14
KRTAP3-1,5.253747323,-2.242155076,NA,7.74E-15,3.90E-14
AL137244.1,1.793932121,-1.396288742,NA,7.78E-15,3.92E-14
CALCA,5.064040131,1.615314419,NA,7.87E-15,3.97E-14
AC092171.1,1.736208982,-1.663943621,NA,8.19E-15,4.12E-14
SNORA74A,7.350936807,0.056669473,NA,8.31E-15,4.18E-14
HIST1H4B,5.921599013,0.340890806,NA,8.37E-15,4.21E-14
LINC02043,2.395638326,-2.826701497,NA,8.53E-15,4.29E-14
AC012640.1,2.05559142,-3.128751132,NA,8.63E-15,4.34E-14
AC010319.4,1.102524703,-1.426002689,NA,8.79E-15,4.42E-14
AC110285.7,2.043799194,0.070480511,NA,8.82E-15,4.43E-14
AL096677.1,1.807551178,-2.784085244,NA,8.84E-15,4.44E-14
ALG1L3P,2.536181798,-0.494296211,NA,8.94E-15,4.49E-14
AP000696.1,3.810270854,-3.281946456,NA,8.96E-15,4.50E-14
PRSS30P,2.011429563,0.349847404,NA,9.08E-15,4.56E-14
AL353662.2,2.799700281,-0.383472791,NA,9.09E-15,4.56E-14
AC068669.1,1.843041359,-2.058721799,NA,9.10E-15,4.56E-14
AL590762.1,1.917138248,-1.888177041,NA,9.41E-15,4.71E-14
AL390719.2,1.420443847,3.787421881,NA,9.42E-15,4.72E-14
AC091806.1,1.571530303,-2.104152739,NA,9.55E-15,4.79E-14
BRICD5,1.082820688,1.575209813,NA,9.77E-15,4.89E-14
AL355112.1,3.191830546,-2.954310789,NA,9.82E-15,4.91E-14
DLEU2,1.428512571,2.301767494,NA,9.87E-15,4.94E-14
PMFBP1,1.52386836,1.934554694,NA,9.89E-15,4.95E-14
LINC00920,1.82600781,2.265964228,NA,1.01E-14,5.04E-14
SERPINB7,4.750825323,0.398440228,NA,1.02E-14,5.11E-14
AC012066.1,2.605071079,-2.448044684,NA,1.02E-14,5.12E-14
GAPDHP65,2.117842272,1.47451176,NA,1.03E-14,5.14E-14
SNORD38A,3.840505891,-3.241379629,NA,1.04E-14,5.18E-14
AC078991.1,4.105783803,-0.357294628,NA,1.07E-14,5.34E-14
RPL7AP4,3.51461617,-1.691730727,NA,1.11E-14,5.52E-14
RSPH14,1.587130355,-0.536247266,NA,1.11E-14,5.53E-14
AC111149.2,4.763253238,-2.801976908,NA,1.12E-14,5.61E-14
MMP25-AS1,1.35369166,2.451382829,NA,1.14E-14,5.66E-14
VGF,2.837147128,2.561098727,NA,1.14E-14,5.68E-14
SPARC,1.365764033,9.846887333,NA,1.14E-14,5.70E-14
F2RL2,1.534244103,2.810581309,NA,1.15E-14,5.71E-14
YEATS2-AS1,1.209793771,-0.200963832,NA,1.16E-14,5.79E-14
AC011462.4,1.272543734,-1.312564071,NA,1.17E-14,5.81E-14
SPRED3,1.362510468,0.553072666,NA,1.17E-14,5.84E-14
AL512770.1,1.06187778,0.249227193,NA,1.21E-14,6.00E-14
TXNP6,2.451194241,-0.889456425,NA,1.25E-14,6.19E-14
RPS2P35,2.340451707,-1.089181942,NA,1.26E-14,6.24E-14
AC108062.1,1.319843338,0.341290888,NA,1.26E-14,6.26E-14
AC005841.1,1.95059828,-2.876883845,NA,1.27E-14,6.30E-14
AC004884.1,3.595131851,-1.395363481,NA,1.29E-14,6.42E-14
AC018685.2,4.134427776,-3.276137116,NA,1.33E-14,6.60E-14
TM4SF1-AS1,1.730714167,-1.241758094,NA,1.33E-14,6.61E-14
AC010336.1,1.492465977,-2.657020898,NA,1.33E-14,6.61E-14
GTF2IP13,1.49564885,0.233048922,NA,1.34E-14,6.62E-14
PDCD5P1,2.536187134,-2.465648505,NA,1.36E-14,6.76E-14
STIP1P3,2.807707316,-1.961208723,NA,1.42E-14,7.05E-14
ABCA9-AS1,3.728243501,-1.860743156,NA,1.43E-14,7.06E-14
GPCPD1,1.218901577,6.296586978,NA,1.43E-14,7.06E-14
RNPS1P1,1.829988449,-0.465151078,NA,1.45E-14,7.17E-14
AC027796.4,1.319838852,-0.191528905,NA,1.46E-14,7.24E-14
AC008735.2,1.727904342,1.246687518,NA,1.47E-14,7.25E-14
GRM2,1.473187191,-1.509234266,NA,1.51E-14,7.45E-14
AC003072.1,1.067121326,1.788970438,NA,1.51E-14,7.46E-14
ZNF724,1.227175783,0.818952819,NA,1.51E-14,7.47E-14
AC073529.1,1.254986796,-0.838491968,NA,1.52E-14,7.48E-14
AC011933.1,2.332269207,-1.854337261,NA,1.52E-14,7.50E-14
TCEA1P4,1.335598181,-2.09967748,NA,1.68E-14,8.29E-14
INPP5D,1.072803899,6.027790195,NA,1.68E-14,8.29E-14
S100A3,1.857452035,0.94315118,NA,1.72E-14,8.47E-14
TMEM198,1.402817138,2.348928276,NA,1.73E-14,8.50E-14
DIRC1,3.228741636,-2.989239765,NA,1.73E-14,8.52E-14
RASL10B,2.263410389,1.682594431,NA,1.74E-14,8.56E-14
AC010148.1,1.557475164,-1.730627676,NA,1.76E-14,8.64E-14
GCC2-AS1,1.05832366,-1.800004682,NA,1.76E-14,8.67E-14
AC004386.1,3.399564474,-0.815270734,NA,1.77E-14,8.70E-14
SNORA23,6.266131774,0.427885211,NA,1.79E-14,8.81E-14
AP002360.3,1.512396729,-0.678130456,NA,1.81E-14,8.88E-14
HIST1H4D,5.494121174,1.181836613,NA,1.81E-14,8.89E-14
FAM83C-AS1,2.044137091,-2.809518076,NA,1.83E-14,8.97E-14
AC007191.1,1.337488792,1.369069831,NA,1.83E-14,8.98E-14
AC073333.1,1.603691727,-1.723648931,NA,1.85E-14,9.07E-14
PRSS1,4.417142049,0.831738926,NA,1.85E-14,9.07E-14
KCNK9,2.69029098,-0.089270777,NA,1.86E-14,9.14E-14
DDX3P1,3.753838404,-1.154641221,NA,1.92E-14,9.43E-14
SNORA60,1.776204369,-1.589035849,NA,1.99E-14,9.73E-14
GNG4,2.681577624,5.495294843,NA,2.03E-14,9.96E-14
CXCL11,2.555668512,3.980593344,NA,2.06E-14,1.01E-13
MYCN,2.394823168,1.986557744,NA,2.08E-14,1.02E-13
MEGF6,1.593771114,4.346789487,NA,2.08E-14,1.02E-13
KIAA2012,1.92396576,-1.432605252,NA,2.09E-14,1.02E-13
YBX1P6,2.504365608,-0.266762247,NA,2.12E-14,1.03E-13
SEMA3F,1.101955196,5.444545986,NA,2.24E-14,1.09E-13
POU4F1,2.708488731,-0.86267106,NA,2.24E-14,1.09E-13
AC148476.1,1.528792541,-1.356805467,NA,2.25E-14,1.10E-13
CST5,4.488411233,-2.254250383,NA,2.25E-14,1.10E-13
RPS3AP46,2.721613063,-2.343843496,NA,2.26E-14,1.10E-13
AC011604.2,3.915670817,-3.155019325,NA,2.29E-14,1.12E-13
AL732414.1,1.665809642,-2.794090611,NA,2.29E-14,1.12E-13
SYT8,2.145810971,1.219586113,NA,2.33E-14,1.14E-13
AREG,1.810972954,6.650890116,NA,2.35E-14,1.14E-13
AC004923.4,1.164291316,-1.361334456,NA,2.37E-14,1.15E-13
AC113410.3,1.968747079,-2.744487977,NA,2.38E-14,1.16E-13
MAGOH3P,2.987993582,-2.603198586,NA,2.44E-14,1.19E-13
CXCL6,2.352218307,1.754614003,NA,2.49E-14,1.21E-13
DPF1,1.52646288,-0.475157574,NA,2.50E-14,1.22E-13
SLC9A3-AS1,1.810954446,4.913934532,NA,2.50E-14,1.22E-13
NFE2L3P1,1.848272146,-3.108466362,NA,2.57E-14,1.25E-13
DLL3,2.643217322,-0.606274721,NA,2.64E-14,1.28E-13
TERT,1.693637715,1.43599586,NA,2.67E-14,1.30E-13
GAPDHP62,1.664366732,-2.622396957,NA,2.68E-14,1.30E-13
AC004801.2,1.304616201,-1.287413054,NA,2.68E-14,1.30E-13
MMP14,1.176410768,8.167239823,NA,2.72E-14,1.32E-13
SNORD19,1.733373468,-2.49860141,NA,2.72E-14,1.32E-13
RPS7P3,1.346192098,-1.763583519,NA,2.72E-14,1.32E-13
LY6D,5.273261759,1.131342815,NA,2.73E-14,1.33E-13
GAPDHP70,2.526167742,-1.240842672,NA,2.75E-14,1.33E-13
AL031009.1,1.667691871,-1.282789107,NA,2.75E-14,1.33E-13
PCDHGA1,1.45427559,0.379713828,NA,2.75E-14,1.34E-13
AL358472.1,3.506507769,-1.434326918,NA,2.76E-14,1.34E-13
AC124944.3,1.324896102,1.079757965,NA,2.77E-14,1.34E-13
B4GALNT4,2.75171642,3.539471181,NA,2.78E-14,1.35E-13
R3HDML,2.018215956,0.953192715,NA,2.81E-14,1.36E-13
AL049830.1,4.073045521,-0.833318375,NA,2.83E-14,1.37E-13
AC079089.1,1.924374325,-1.073172077,NA,2.83E-14,1.37E-13
SLCO1B7,4.210468078,-3.132672752,NA,2.84E-14,1.38E-13
PRDX2P4,3.509823382,-2.170811859,NA,2.90E-14,1.40E-13
EPHB2,1.059609976,8.119959402,NA,2.95E-14,1.43E-13
BIRC7,2.364964183,0.00807471,NA,3.00E-14,1.45E-13
AC018653.3,1.255157926,0.305815961,NA,3.02E-14,1.46E-13
AC135178.5,1.130473147,-1.111430625,NA,3.02E-14,1.46E-13
AC124067.4,1.401264198,4.496191588,NA,3.03E-14,1.46E-13
HIST1H3B,5.517235731,1.494649841,NA,3.10E-14,1.50E-13
AL731569.1,1.047336228,-0.022895417,NA,3.14E-14,1.52E-13
AC013439.1,3.064091694,-2.300116119,NA,3.18E-14,1.53E-13
AL023803.2,1.251520665,-0.895213913,NA,3.18E-14,1.53E-13
AC011773.1,2.205790023,-2.974935084,NA,3.24E-14,1.56E-13
AC112721.2,3.060304061,-2.756592483,NA,3.31E-14,1.59E-13
AC134312.5,2.115270963,-1.143398607,NA,3.32E-14,1.60E-13
ABLIM2,1.130223873,4.690942383,NA,3.32E-14,1.60E-13
GNGT1,3.387344781,-1.18246046,NA,3.32E-14,1.60E-13
AL161909.1,2.556085663,0.529745174,NA,3.37E-14,1.62E-13
NAP1L1P3,1.454156599,-1.89529852,NA,3.38E-14,1.62E-13
ALDOAP2,3.458677426,-0.592449001,NA,3.38E-14,1.63E-13
EIPR1-IT1,2.838020941,-2.7131554,NA,3.42E-14,1.65E-13
AC007969.1,1.234613769,3.205850412,NA,3.43E-14,1.65E-13
ASMTL-AS1,1.430211966,1.593496471,NA,3.43E-14,1.65E-13
AL139349.1,1.672425665,-0.752100833,NA,3.44E-14,1.65E-13
AL136307.1,2.510167254,-2.484585207,NA,3.45E-14,1.66E-13
TSPOAP1-AS1,1.312471323,1.605866663,NA,3.46E-14,1.66E-13
HSF2BP,1.20912774,-0.784985605,NA,3.50E-14,1.68E-13
PCAT14,6.008210075,1.647300908,NA,3.55E-14,1.70E-13
AC079684.1,1.524576738,-1.323618671,NA,3.57E-14,1.71E-13
GAST,3.760028061,-2.71767882,NA,3.62E-14,1.74E-13
KRT8P36,3.907736474,3.568449355,NA,3.65E-14,1.75E-13
SLC22A15,1.214662735,2.263623378,NA,3.65E-14,1.75E-13
SNRPGP10,1.577628695,-0.549089699,NA,3.71E-14,1.78E-13
DNAAF3,1.931557021,0.093444027,NA,3.75E-14,1.80E-13
PCBP2P1,2.48129099,-2.943866169,NA,3.79E-14,1.81E-13
CNN2P4,5.40908851,-1.637390398,NA,3.82E-14,1.83E-13
LINC00880,1.235902028,-2.238138418,NA,3.97E-14,1.90E-13
AC008083.1,2.764338441,-2.473833828,NA,4.11E-14,1.96E-13
RPS3P6,2.453901591,-0.331108491,NA,4.14E-14,1.98E-13
ATP5MC2P4,3.077808199,-0.990512602,NA,4.19E-14,2.00E-13
AC114491.1,2.177702851,-0.483340389,NA,4.19E-14,2.00E-13
HIST2H2BF,2.947272047,0.959439783,NA,4.22E-14,2.01E-13
SCARNA10,6.53540089,1.637943107,NA,4.25E-14,2.03E-13
RNF182,3.465695392,0.765089325,NA,4.25E-14,2.03E-13
PA2G4P2,2.269960463,-2.09574351,NA,4.31E-14,2.05E-13
EIF4EP1,2.305379457,-0.570868849,NA,4.38E-14,2.08E-13
AC105460.1,8.056499866,1.565209365,NA,4.39E-14,2.09E-13
AC004805.1,2.359491506,-2.772495969,NA,4.41E-14,2.10E-13
AL355312.3,2.826946985,-0.286775518,NA,4.41E-14,2.10E-13
ERICD,1.034134598,-0.683954178,NA,4.48E-14,2.13E-13
AL022316.1,2.518812425,-1.082019963,NA,4.49E-14,2.14E-13
ALMS1-IT1,1.588770936,-0.471158396,NA,4.51E-14,2.14E-13
ATP6V0A4,3.925663389,-1.545434469,NA,4.51E-14,2.14E-13
AC127071.1,4.829197394,-2.308145262,NA,4.57E-14,2.17E-13
AC136632.1,1.795454031,2.324648895,NA,4.64E-14,2.20E-13
STAG3L5P,1.214980226,2.590835335,NA,4.68E-14,2.22E-13
CPNE9,1.79171313,-0.669449818,NA,4.75E-14,2.25E-13
GOLT1A,1.243515055,3.696255844,NA,4.75E-14,2.26E-13
AL136418.1,2.477327922,-0.673147048,NA,4.76E-14,2.26E-13
BX510359.5,5.694659493,-2.259783181,NA,4.78E-14,2.27E-13
HELLPAR,2.055616889,1.094579903,NA,4.81E-14,2.28E-13
AC009533.1,1.069902793,1.94074936,NA,4.90E-14,2.32E-13
EIF5AP2,1.900366816,-1.77754782,NA,4.98E-14,2.36E-13
AL139384.1,1.500198875,1.002376245,NA,5.06E-14,2.40E-13
SCARNA7,6.175132359,1.744725048,NA,5.09E-14,2.41E-13
STAM-AS1,1.260100458,-1.093988903,NA,5.11E-14,2.42E-13
CSTP2,3.564482118,-3.550327709,NA,5.17E-14,2.44E-13
C3orf67,1.848677485,2.121603001,NA,5.23E-14,2.47E-13
PLAC1,2.715054223,-0.698825805,NA,5.31E-14,2.51E-13
DGKZP1,1.052803143,0.869578917,NA,5.35E-14,2.53E-13
IGFL1P1,4.202738713,-2.17852917,NA,5.41E-14,2.55E-13
LINC-PINT,1.303268016,2.545356227,NA,5.42E-14,2.56E-13
AC092198.1,2.758178154,-1.923701673,NA,5.44E-14,2.57E-13
RUBCNL,1.726776225,6.626794468,NA,5.48E-14,2.59E-13
METTL11B,2.902969026,-3.150706559,NA,5.50E-14,2.60E-13
NRADDP,1.612939881,-1.915618376,NA,5.50E-14,2.60E-13
AC005363.2,2.317230221,-3.499145249,NA,5.50E-14,2.60E-13
LINC02407,2.275923341,-2.825408773,NA,5.59E-14,2.64E-13
SNORD72,2.472197355,-3.119031437,NA,5.64E-14,2.66E-13
